Word_Positive,Word_Negative,Bigram_Positive,Bigram_Negative,Length
1658,2004,0,20,129
1596,1921,0,14,28
6288,10338,0,117,124
1096,1339,0,0,24
578,471,0,0,78
2251,4279,0,10,56
702,878,274,338,36
2129,1868,25,15,73
1960,796,925,296,34
781,1904,0,0,28
846,954,0,0,12
963,1371,8,0,37
552,567,0,0,32
6260,8710,171,236,245
3826,4024,0,28,161
3483,2550,514,147,171
1605,1974,54,37,46
7279,6075,218,306,135
3691,3013,399,194,74
2504,3206,18,0,46
1372,1759,10,17,101
1135,2378,0,21,50
3005,2894,10,52,242
1208,3120,0,44,80
3822,3888,170,188,47
4498,5891,195,101,260
2722,3279,0,12,336
2326,5400,0,17,142
1788,2592,8,38,37
8092,7687,135,21,169
1684,1090,116,0,65
411,1081,0,0,62
4247,5849,36,21,82
782,1472,0,0,163
4545,6953,31,148,103
2102,4979,28,106,62
2139,1225,13,0,118
1096,1878,0,8,71
4197,2559,10,0,126
1509,1230,23,0,39
5748,2927,902,143,188
1948,4123,0,0,54
2366,3224,27,21,111
4310,4631,0,13,101
3439,2540,78,37,72
956,199,0,0,29
3608,7426,9,71,206
402,738,0,0,79
10885,12621,944,296,275
5288,8392,0,34,170
1050,930,0,0,64
0,0,0,0,4
901,600,7,0,75
149,17,0,0,38
75,275,0,0,52
901,1049,0,0,125
2331,2813,36,24,106
1464,983,8,0,68
972,1191,29,54,46
2107,1227,0,0,150
1985,3718,0,0,118
2421,3995,39,96,68
2570,3564,9,0,164
1502,295,0,0,13
485,801,0,0,62
787,1723,20,99,216
2508,1995,15,0,43
542,1470,0,0,137
0,0,0,0,2
1117,1159,0,12,41
336,619,0,10,16
3557,2736,9,0,109
2450,3520,0,0,53
595,272,0,0,12
1310,1692,7,0,52
1465,2075,0,0,100
1281,1211,0,0,126
767,1395,0,21,39
3969,5471,16,18,181
202,486,0,0,36
2362,2010,42,19,166
2715,4359,274,359,128
1485,235,0,0,28
875,1077,0,0,53
2739,1797,59,85,106
7023,9770,0,32,126
1020,1073,287,338,38
1364,1155,0,0,12
2265,2040,0,10,94
153,408,0,0,31
6666,10357,12,54,271
2590,2491,29,20,148
1726,379,0,0,39
1037,893,0,0,19
444,1366,0,10,45
0,0,0,0,7
2818,3623,15,0,85
0,0,0,0,10
3942,2708,37,0,98
1920,1656,0,16,64
1320,497,0,0,15
876,1753,18,0,137
2838,5095,0,20,173
830,2081,0,12,88
5516,6760,409,323,203
252,625,0,34,108
726,409,0,0,67
2265,1829,0,0,56
1872,4782,0,190,132
2195,1644,14,0,65
1121,1364,0,0,46
140,289,0,8,70
5841,7054,326,454,291
616,486,0,0,56
7541,11695,43,215,170
1392,812,51,27,44
284,670,0,0,23
2093,3614,9,25,71
1299,1903,0,0,70
5145,7871,0,45,185
3853,8203,0,62,192
1216,1388,93,20,111
454,679,0,0,22
2500,2938,18,0,159
3858,3558,9,0,109
285,241,0,0,42
1960,796,925,296,34
2715,2340,68,55,41
1374,2793,0,17,124
898,2432,0,9,182
3786,5026,397,194,152
592,605,0,0,38
2996,1189,7,0,93
71,150,0,0,61
199,100,0,0,24
743,321,0,0,80
1877,2184,440,354,125
1399,1413,0,0,102
361,429,10,23,126
3298,937,441,96,63
111,855,0,0,13
588,820,0,0,78
3564,7999,0,147,184
4377,6809,0,9,287
4328,4370,18,62,266
1422,1608,0,22,112
1930,3082,0,0,38
5516,5400,80,47,78
5232,4805,41,10,277
3749,3091,8,0,117
2578,5412,0,61,37
303,300,50,62,67
5048,5223,0,0,181
1257,1343,0,0,131
1906,1471,0,0,135
256,397,0,0,30
419,1238,0,0,20
3817,2524,47,9,136
1027,2436,0,34,144
336,767,0,0,108
1972,2217,274,338,280
2991,2803,75,123,155
1634,2791,0,27,179
3426,4123,7,10,211
603,1595,0,0,27
3585,6000,0,29,112
2505,3211,49,134,163
587,842,0,0,49
8311,8570,424,173,210
1253,761,14,0,42
1020,1073,287,338,36
1213,1654,22,10,91
0,0,0,0,3
1428,889,0,0,47
734,976,162,188,72
1746,3617,0,58,151
1609,1761,0,0,91
2501,2291,27,0,151
2760,3235,70,0,15
7823,6202,62,0,278
1932,1348,0,0,152
1128,805,0,0,67
3400,3560,51,34,100
4418,2702,931,296,95
337,459,0,0,99
53,0,0,0,18
1217,1422,0,0,14
2383,3779,274,352,158
7790,10168,201,235,295
442,67,0,0,9
938,2528,37,32,56
6029,5840,102,20,94
0,16,0,0,20
0,0,0,0,61
4757,8043,46,88,136
1154,1578,0,0,20
156,58,0,0,67
1922,3834,0,33,248
1433,2335,0,0,174
205,321,0,0,60
324,1116,0,15,10
3314,5756,0,8,105
2218,1414,21,0,30
2587,3575,20,0,20
375,287,0,0,34
1466,1795,162,188,127
343,1675,0,0,58
1813,858,25,15,80
1485,1797,0,0,115
140,20,0,0,32
1760,2503,67,0,148
902,1048,0,0,47
1453,983,0,0,45
1015,387,10,0,70
1908,3603,0,0,299
788,203,0,0,12
1323,1235,162,196,93
1196,1229,0,0,49
1335,497,0,0,28
4642,4687,32,12,130
6756,11260,27,28,232
478,365,0,10,15
937,1086,14,9,46
0,0,0,0,2
1854,736,910,296,38
2950,1656,0,0,168
934,1252,0,0,102
0,0,0,0,3
1336,1584,0,0,100
4826,4518,180,48,66
986,1564,20,64,90
2243,2921,0,31,262
1899,2454,162,188,65
3199,4919,0,10,158
1278,2559,0,36,59
0,0,0,0,21
1291,1233,0,10,57
680,2010,0,35,20
2017,2490,90,105,111
5828,7939,0,29,303
0,0,0,0,25
4138,2732,7,0,188
1140,1512,0,0,53
564,1375,0,12,9
2498,3690,658,883,258
3563,3172,12,0,246
78,432,0,0,6
2865,4425,282,363,116
1498,583,480,96,60
3479,4034,14,97,184
919,777,27,13,117
3183,4216,0,0,229
1490,3048,0,86,275
139,361,0,0,52
1827,3284,0,16,128
1238,2590,114,378,170
2643,2132,508,47,38
3344,3245,918,318,127
1493,261,0,0,32
7336,8931,72,51,203
0,0,0,0,1
1900,1305,0,0,116
4458,3392,129,0,121
1812,3215,0,22,238
158,341,0,0,41
717,431,7,0,68
613,713,16,0,17
2968,2825,0,10,202
1748,1092,16,0,62
2682,4133,0,22,51
6607,4052,495,367,213
1806,2738,0,8,83
316,1234,0,0,7
71,124,0,0,15
1835,2444,0,9,174
351,403,0,0,28
138,268,0,0,62
26,0,0,0,15
1518,1054,20,0,15
1644,1234,0,0,104
3201,5113,0,0,219
1806,768,0,0,40
781,1920,0,0,34
444,1081,0,9,44
353,624,0,0,92
442,67,0,0,4
3652,7617,9,71,192
2344,2188,0,0,105
3919,4164,0,24,300
762,879,28,51,34
246,535,0,0,61
5129,8621,0,95,266
328,1234,0,0,36
4902,3553,350,232,152
2773,4261,16,15,97
6049,4461,255,139,130
805,1240,0,35,101
367,1271,0,0,17
6281,8622,10,120,284
825,544,15,0,58
1820,1427,12,0,32
56,87,0,0,57
3198,2769,62,42,288
3208,5211,0,38,303
532,1294,0,23,95
453,609,0,0,36
8354,7747,454,109,276
1071,1738,0,0,123
436,1035,0,22,66
2047,1747,910,296,59
2956,3449,39,95,138
2157,2861,0,13,101
1326,607,23,0,40
4217,3272,10,0,59
2279,1203,295,338,53
2839,1858,124,0,108
1522,3145,0,17,91
5699,5103,98,21,95
3319,2684,0,19,277
143,1320,0,12,26
741,1021,24,0,77
2168,1549,0,0,142
1225,1914,0,12,69
3953,3058,9,11,261
1419,2281,0,0,45
1830,2399,274,338,199
5781,7762,0,117,227
2819,5972,8,110,134
6265,8267,30,59,153
1075,1732,14,29,248
4981,5598,65,54,61
8489,9136,436,130,276
13,136,0,0,3
994,2005,0,0,108
1037,2172,0,0,38
2310,2584,0,0,120
4635,3930,35,0,199
3364,3123,55,108,76
1441,765,38,27,70
385,92,0,0,9
1540,2100,0,43,176
1773,3466,0,23,117
1398,905,9,0,101
1450,235,0,0,12
3951,5241,16,12,175
0,0,0,0,10
4178,7878,52,146,106
3499,4628,13,23,347
1697,1813,0,9,65
1426,1282,209,241,70
252,1027,0,0,9
1319,933,0,0,53
3113,2458,408,175,90
2595,3469,10,22,257
3847,5585,0,23,87
0,0,0,0,7
2784,2520,0,0,75
8790,7607,90,36,348
2751,3983,162,199,215
8815,12733,93,101,287
2180,2728,0,19,189
735,827,0,0,15
2292,1616,0,23,90
1983,2209,18,19,98
2896,3937,0,45,68
1760,1456,611,600,64
2959,3603,402,362,103
1212,1815,8,0,31
1739,3069,19,87,204
905,1636,9,0,136
382,2618,0,46,75
8009,7154,217,129,210
1338,903,25,0,44
721,321,0,0,43
163,162,0,0,15
3133,3452,25,30,65
3754,3558,0,8,119
3392,5999,0,25,144
4619,7075,189,278,129
20,0,0,0,197
60,1136,0,0,28
1071,1999,114,269,230
2923,2946,13,81,122
4105,5863,13,146,138
1082,2495,0,21,75
489,1000,0,0,29
3848,4890,103,125,224
1500,334,0,0,59
346,517,0,100,58
905,1174,0,0,67
1035,2583,0,13,75
1049,606,0,9,48
0,0,0,0,1
840,1572,0,0,23
2910,5413,0,0,153
0,0,0,0,11
1942,1364,126,30,66
1906,1180,115,0,20
1918,2482,18,13,168
766,946,274,338,56
2240,1766,83,36,122
1930,3082,0,0,38
739,1032,0,12,165
1350,4571,0,0,132
2453,1636,410,323,36
4254,3095,15,0,151
6090,7410,0,11,167
521,520,0,0,18
2028,2106,0,25,45
388,74,0,0,14
613,1098,0,0,24
19,0,0,0,5
2365,4125,25,86,88
1594,1221,0,0,237
370,43,0,0,9
613,713,16,0,15
680,1932,0,19,122
192,560,0,0,35
3107,2119,27,24,135
1062,855,55,0,62
2608,4529,0,0,261
2273,5181,8,52,97
13,82,0,0,11
3706,1618,446,96,89
2949,1802,278,188,59
40,79,0,0,12
406,2717,0,76,55
655,1112,0,0,54
0,0,0,0,1
2662,4198,0,8,176
3800,5226,282,353,130
1944,1794,162,188,122
2506,2100,14,0,25
2728,2328,17,0,97
985,1857,180,306,146
371,1287,0,0,28
3206,2840,69,43,77
226,46,0,0,27
1564,2022,0,0,342
3749,6526,71,122,135
906,925,7,0,23
461,1214,0,0,12
2683,1904,25,0,145
1740,3653,24,111,177
1170,1277,345,261,108
1477,1460,8,0,26
6266,6992,63,14,168
3354,3877,28,64,164
834,277,0,0,43
925,1223,0,24,59
1456,1381,189,212,53
4605,6158,32,43,123
1577,1163,0,0,47
870,954,0,0,49
1202,968,70,38,110
2294,1579,0,0,208
1003,3125,0,77,64
474,1075,0,42,77
766,248,0,0,81
1061,1791,0,0,92
0,67,0,0,10
1200,2828,0,9,247
456,1410,0,0,133
2757,3329,274,346,351
1426,1282,209,241,70
393,1302,0,0,70
2641,4477,37,64,114
1283,584,116,0,18
3800,6072,0,37,197
3579,5690,0,0,66
3103,1600,938,296,154
4195,4103,528,105,113
58,52,0,0,31
3679,4309,8,23,143
479,578,0,0,17
677,471,38,31,73
1168,1344,162,188,122
2052,5465,0,17,146
697,864,26,0,101
4718,6947,163,231,202
6147,5436,19,0,268
2878,3992,9,31,74
442,67,0,0,7
1615,993,0,0,41
1207,3602,0,66,202
6638,7594,414,345,254
1795,2548,0,0,91
639,2576,0,169,58
618,411,0,0,51
2493,4417,29,36,113
2452,5839,0,67,44
1031,1926,0,17,36
9146,12582,32,134,273
661,381,98,30,93
196,1232,0,0,27
1590,471,0,0,49
28,181,0,0,47
520,415,0,0,28
1776,3070,18,0,84
855,1548,0,0,133
3113,3592,20,129,230
4229,4967,459,47,54
301,2038,0,65,49
2902,5057,15,19,78
1567,1560,0,9,34
526,922,0,9,67
693,1623,122,323,127
189,748,0,0,87
3962,3541,390,215,104
0,0,0,0,9
1529,2169,12,50,27
2975,1805,17,0,107
5840,9356,38,98,247
1234,2255,193,329,114
1082,838,0,0,100
5166,9113,43,64,122
11077,11439,575,147,282
907,1121,0,0,99
568,502,0,0,48
608,199,0,0,85
376,305,0,0,25
1870,598,144,111,53
3061,4515,0,0,79
2107,2661,0,0,95
3611,5110,23,0,69
717,394,0,0,64
1376,1318,0,0,120
2908,2462,31,0,151
1444,2893,0,20,98
1490,1863,26,0,33
6032,4291,542,47,117
330,327,0,0,5
657,1547,0,8,25
2734,3334,35,0,284
1229,1808,195,92,28
1968,1844,11,17,211
200,218,0,0,31
930,1377,0,0,140
0,0,0,0,11
719,1351,0,0,57
1596,808,17,0,27
1568,1566,255,232,98
2987,4479,180,285,45
1906,1180,115,0,15
1502,295,0,0,15
1896,1271,163,207,57
542,873,0,0,96
488,914,0,11,98
3768,5802,54,83,108
6332,6454,192,70,215
2128,3044,0,54,198
0,0,0,0,5
1951,990,188,251,36
4926,6775,38,108,217
2265,5153,0,52,29
3785,2492,32,0,91
3021,1230,910,296,102
484,1012,0,0,126
587,1443,0,12,70
1338,2823,0,33,166
2192,5260,9,10,155
1527,1373,10,9,152
1924,1245,13,27,140
1029,2611,23,65,99
1534,2627,0,0,112
4591,6430,114,294,329
2661,3956,0,9,230
1485,971,0,0,48
1418,1655,8,0,64
732,502,0,0,40
3052,4264,7,77,158
8532,13351,38,164,103
2038,4279,0,30,39
1059,1460,0,0,178
5055,3697,121,90,126
1039,799,0,0,37
1167,1962,0,8,142
1111,2526,0,8,33
1542,3824,0,23,52
638,1375,0,0,66
2547,2397,62,0,33
4603,6423,91,126,120
0,0,0,0,10
680,177,0,0,7
2638,2200,0,0,103
3409,4401,40,94,127
788,228,0,0,19
4705,5948,0,10,329
3714,2842,538,185,121
8637,12615,20,121,305
1382,1139,0,0,33
781,455,0,0,65
2470,4180,0,0,208
377,592,0,0,100
4337,5315,22,0,87
407,3256,0,107,50
799,1363,0,0,90
1083,690,24,0,81
2653,1524,14,0,126
850,1590,0,17,148
3856,3547,70,90,193
5708,7544,30,28,125
1174,1870,0,41,217
3065,3123,34,26,75
2809,3219,14,0,254
3029,3440,0,18,131
630,989,0,0,76
1335,464,7,0,117
3599,4360,42,20,150
626,491,0,0,36
1200,1902,9,0,23
32,44,0,0,63
209,187,0,0,14
216,302,0,0,47
1866,1498,374,173,90
1509,2572,0,29,204
0,0,0,0,2
4464,3172,123,42,216
64,102,0,0,51
911,752,15,17,51
5427,4178,33,0,261
386,1259,0,0,30
375,454,0,8,15
2616,1819,493,105,179
3430,2847,435,116,104
994,1184,12,12,55
2111,3588,0,49,121
2687,2998,323,304,107
2628,2107,0,0,156
1249,856,374,164,64
1759,3922,114,269,261
269,216,0,0,73
2683,2185,428,96,108
2517,2176,14,29,29
3303,2522,348,414,162
519,611,0,0,89
442,67,0,0,5
1373,1208,0,0,48
1041,1911,0,10,204
394,749,0,0,12
360,735,0,0,46
1722,3841,114,369,80
2061,3495,0,13,110
589,98,0,0,14
3773,7456,9,299,80
4322,4489,509,47,167
2343,1552,29,0,85
335,497,0,0,14
2830,1915,28,0,168
767,2395,37,32,37
1607,496,0,0,48
146,187,0,0,114
4431,3168,132,45,122
5601,6286,45,41,122
163,162,0,0,11
0,0,0,0,3
3921,3051,199,114,64
824,700,0,0,4
442,67,0,0,11
1199,1850,9,0,56
1783,2390,0,0,181
1540,1947,14,20,44
3323,3552,41,43,176
192,262,0,0,18
1887,1359,0,0,96
611,1090,0,0,122
1679,403,0,0,25
5097,3657,620,189,99
428,750,0,0,82
223,306,0,0,33
619,923,162,203,24
79,39,0,0,13
1253,2286,0,0,24
4024,3757,63,0,80
627,765,0,0,39
1492,1345,0,0,45
2375,3702,0,0,283
4853,5855,95,135,195
1349,1502,0,0,53
359,820,0,0,76
2169,2592,457,47,95
3939,2825,531,332,142
885,1054,0,0,37
1483,850,0,0,24
0,0,0,0,4
4013,4615,374,164,189
0,0,0,0,7
3822,3200,335,414,205
2085,4791,0,20,280
2857,1239,0,0,114
1892,2522,0,0,84
640,202,0,0,20
2201,2949,29,26,105
4577,1464,58,0,280
0,0,0,0,26
634,599,10,17,32
3221,2201,62,0,77
5802,7658,53,0,354
78,432,0,0,3
1994,1510,0,9,17
245,211,0,0,9
7575,4558,38,0,297
0,0,0,0,3
6442,5647,458,143,250
5097,4554,25,22,227
401,1268,0,13,38
1198,1295,0,0,30
7180,6418,338,314,126
5147,2151,104,0,217
7046,7307,125,0,251
2983,2057,15,0,185
1845,1483,24,14,127
366,329,0,0,11
890,280,0,0,47
8147,14084,37,156,191
1798,1130,23,0,130
183,832,0,0,57
2671,2320,148,23,195
4322,4856,115,0,102
1623,3283,0,13,77
1874,2400,0,0,80
2061,4490,0,11,134
1657,2740,0,11,160
6745,6607,0,40,332
1861,5226,29,161,110
4095,3848,9,15,182
2922,1886,39,20,187
673,720,0,0,30
1527,1886,162,188,63
84,122,0,0,17
3193,2832,240,147,283
4144,3265,22,0,187
370,43,0,0,7
1171,1894,0,41,207
154,476,0,0,14
1152,344,8,0,50
3056,3525,24,39,81
3219,2402,62,98,76
2130,3076,38,83,52
1635,2879,0,16,42
1140,1934,0,0,23
1096,1339,0,0,22
857,2109,0,50,128
8067,8923,36,61,220
1830,1868,22,0,268
1396,1072,0,0,75
119,89,0,0,87
1846,3125,0,13,103
2646,3915,9,0,65
1264,2068,0,0,475
2527,2052,58,24,99
1372,1147,442,47,12
1146,1390,0,0,47
2486,5162,10,59,67
3677,3442,201,161,111
2865,3556,9,0,145
2086,2938,0,10,277
1824,1937,44,36,86
5303,4714,8,0,269
33,246,0,0,15
4660,7450,46,64,138
1036,2183,0,14,152
273,332,0,0,99
257,334,0,0,14
4571,4664,0,11,103
557,72,0,0,8
1814,1496,448,481,84
282,514,0,0,25
997,1509,0,15,58
325,35,0,0,16
4447,6547,27,21,125
958,2480,0,45,61
595,272,0,0,44
1984,781,170,188,45
316,548,0,0,57
0,0,0,0,20
28,70,0,0,13
3793,7062,0,45,181
2052,2212,0,9,106
4449,3956,0,0,169
3599,4170,62,123,110
100,755,0,0,36
2406,1343,467,96,42
3560,8977,0,79,184
10309,9940,226,0,272
2808,3247,20,0,66
4596,5134,274,338,152
5175,6140,0,103,111
1046,1549,0,18,55
108,304,0,0,36
1380,1995,163,230,186
252,1027,0,0,21
1423,1272,442,47,44
2001,4340,0,53,99
385,92,0,0,3
609,1488,0,21,66
0,49,0,0,38
458,90,0,0,18
967,1160,0,0,39
1566,2197,0,0,104
555,415,0,0,39
1124,1306,0,0,70
258,505,0,0,12
1349,1552,0,21,91
2197,2036,9,0,86
392,1089,0,10,71
1253,761,14,0,52
902,1048,0,0,45
2140,2221,18,21,161
4642,4687,32,12,135
3210,2089,910,296,109
4265,5459,114,269,278
3052,3207,50,73,127
2562,2263,17,9,52
2629,2581,17,10,224
6303,5079,194,105,183
4498,5812,163,215,302
0,136,0,0,24
2214,1635,19,0,248
408,1328,0,0,55
39,27,0,0,4
505,1979,0,15,45
0,0,0,0,2
909,1898,0,0,77
1897,1658,9,0,176
857,840,0,0,83
6417,4694,781,292,163
7510,11300,15,79,131
3736,1915,0,0,70
1264,906,18,0,97
4883,3674,34,15,146
0,0,0,0,2
2667,2221,539,185,292
462,341,0,0,17
7533,8053,20,0,334
1216,618,162,188,78
1584,2353,12,19,81
1007,1251,0,0,25
3530,3608,29,8,163
1423,2998,0,0,130
860,797,0,0,68
1520,812,0,0,33
2212,3446,0,17,172
856,2189,0,31,43
2496,4012,0,10,195
1848,2919,29,54,256
745,447,0,0,35
1028,220,428,96,58
6883,7149,428,107,302
2203,3447,0,0,75
965,189,0,0,14
1140,1934,0,0,23
0,0,0,0,2
9170,8154,132,19,112
145,108,0,0,46
467,1292,0,0,24
2057,3145,0,0,153
3279,1980,10,0,134
1102,883,34,8,59
613,1588,0,0,63
602,1287,114,269,38
1146,2959,0,0,140
673,804,0,0,52
568,546,0,0,82
1524,2741,0,38,84
2979,2244,0,0,283
1074,1520,39,85,43
381,927,15,14,38
4553,7568,0,42,256
1844,1844,14,29,63
2446,1407,16,0,94
78,432,0,0,4
1874,650,41,14,21
775,1555,0,0,66
2750,3691,0,0,178
983,847,21,0,15
111,257,0,0,22
2316,3760,39,0,46
1072,1955,37,41,31
4647,7103,189,278,166
514,418,0,0,35
1657,961,15,0,26
763,779,0,0,52
477,603,0,0,37
371,1250,0,0,17
3080,2012,115,0,119
595,834,39,73,62
7892,5450,407,164,285
720,824,0,0,36
973,535,0,0,173
579,1137,0,0,117
369,1458,0,0,21
634,456,0,0,95
2711,3943,17,24,79
375,368,0,0,13
2393,3247,0,0,79
2240,2306,0,31,159
289,336,0,0,26
4613,4870,7,14,106
0,0,0,0,12
2122,1981,0,0,46
4529,4862,71,86,127
3716,4517,41,36,45
2669,2516,113,42,258
1124,1176,0,11,18
4755,4341,30,26,348
2096,2839,17,17,52
5223,8302,0,9,315
1108,426,0,0,29
772,451,0,0,28
2707,3939,0,13,134
1186,1623,0,9,136
201,779,0,0,34
683,847,239,204,84
257,499,0,0,87
1554,323,0,0,39
4615,5303,0,0,103
3543,4123,10,0,168
3628,2242,82,12,193
106,187,0,0,33
2160,2800,43,23,112
902,1126,0,0,115
2166,2919,10,56,266
4155,4582,54,14,133
615,140,0,0,18
513,580,22,12,41
1520,2397,0,0,90
839,895,0,0,109
828,331,17,0,36
1117,1159,0,12,41
789,1502,0,47,147
866,2621,14,0,90
2313,5867,0,76,48
0,0,0,0,8
9397,8101,133,19,102
80,131,0,0,11
205,257,0,0,101
2339,1131,36,0,94
2501,1136,345,261,78
1515,2818,0,33,233
361,1573,0,15,14
482,667,95,93,87
552,767,0,0,43
1808,2285,8,50,71
4453,2889,45,0,268
0,0,0,0,2
2871,3394,0,11,123
1213,2591,0,59,124
33,246,0,0,18
4081,4079,0,0,193
3443,3585,0,0,157
1994,3032,10,78,52
6716,13624,40,271,278
6005,6211,85,31,192
1268,492,0,0,48
745,1417,0,0,57
4611,9343,0,175,191
3925,7301,0,16,84
252,1027,0,0,21
1668,1846,0,33,33
430,1099,0,0,79
222,1338,0,0,57
9565,10535,267,114,278
3655,2232,428,96,176
773,1620,0,0,255
188,987,0,0,109
2411,1946,449,47,21
2166,1421,0,0,131
701,2007,0,46,66
1381,1596,0,0,52
6834,7144,125,0,236
278,167,0,0,101
46,0,0,0,27
0,55,0,0,16
270,110,0,0,27
0,0,0,0,2
6722,4765,63,22,122
5313,4560,94,14,263
479,430,7,0,74
931,1039,0,0,26
531,640,24,0,63
1154,1734,0,0,62
416,106,0,0,28
1126,1570,0,0,116
2677,5831,0,31,50
3958,3700,136,0,114
660,979,0,0,136
1748,1031,0,0,29
589,98,0,0,14
591,470,0,0,34
2228,1717,0,0,149
502,1445,0,19,9
1229,780,0,0,85
6882,6390,55,0,261
2167,1681,0,0,60
49,36,0,0,25
1277,2317,0,8,37
7823,7079,475,57,274
1751,1246,14,26,61
1194,486,41,0,27
5899,7842,49,93,161
2466,3126,0,115,106
35,0,0,0,21
1450,235,0,0,15
1160,2183,274,368,19
3947,6221,8,33,280
271,798,0,0,54
3201,3341,0,11,84
2120,4477,0,112,183
988,1147,0,0,77
1096,1339,0,0,22
3368,4322,52,121,98
3429,4666,10,93,41
2215,2162,21,12,159
6521,6551,255,241,146
8829,12257,0,18,284
483,684,0,0,54
224,418,0,0,6
1777,4085,122,289,177
924,1018,12,0,99
574,469,0,0,52
638,1983,0,8,97
2322,3739,47,82,185
2466,1914,442,47,102
2131,3293,64,168,46
4808,3887,0,0,145
104,111,0,0,14
1570,2184,0,0,118
274,111,0,0,20
715,319,9,0,55
288,19,0,0,36
4165,5806,43,121,197
4896,5361,126,25,117
1664,1701,0,0,52
1131,702,29,9,54
1420,477,0,0,28
444,162,0,0,50
55,59,0,0,16
7040,11001,27,113,150
2472,1603,0,0,111
965,1213,0,0,54
100,146,0,0,45
2071,3191,0,15,94
0,0,0,0,4
6043,10687,0,34,213
1557,2837,0,8,104
604,845,0,0,284
1141,1708,12,19,211
1991,1352,210,106,48
923,1727,0,0,47
2413,3785,0,0,89
1512,1464,180,251,42
1034,814,105,0,65
531,314,7,0,28
2430,3276,0,9,238
359,504,0,0,28
3565,4817,11,0,295
3388,2477,11,20,85
9597,9943,436,130,285
138,83,0,0,13
1910,1262,910,296,107
784,1954,0,21,68
1729,1845,0,0,104
1873,1639,274,338,108
3141,3121,162,188,197
1244,2305,0,30,23
4118,6285,24,55,115
2965,1962,1013,338,102
2348,3781,470,349,131
385,92,0,0,4
2230,2343,0,0,167
330,327,0,0,5
7447,12839,30,111,169
2564,3910,0,49,155
67,1285,0,0,32
3558,2865,84,43,169
0,0,0,0,1
1315,2494,20,32,175
4725,4606,286,350,152
526,2769,0,54,103
4891,6597,30,27,176
891,851,0,0,32
138,952,0,0,85
927,1026,162,188,70
0,0,0,0,5
771,1086,0,0,7
5242,4798,0,11,168
3373,5791,282,353,123
2514,2722,0,0,51
2071,1904,50,0,82
2302,3207,0,0,90
810,451,0,0,33
3210,3463,21,0,128
1089,1038,0,0,126
511,78,43,0,14
3492,2638,63,20,39
1145,1133,10,0,101
2388,3782,39,85,69
3253,4809,0,8,41
1414,950,0,0,42
371,1287,0,0,22
3468,2923,162,188,143
2089,871,12,0,90
1167,302,142,33,62
1535,2225,22,0,80
1033,2307,0,0,51
1688,2157,42,0,44
1924,503,0,0,30
2263,2266,52,0,239
1048,1272,0,0,56
0,0,0,0,3
1560,874,172,188,267
2480,1199,0,0,217
79,123,0,0,48
1197,2958,0,19,113
1316,584,66,0,110
3223,1632,910,296,136
6755,10744,0,33,328
1702,1689,0,0,71
5369,3942,442,96,274
84,182,0,0,25
2379,1846,8,0,43
117,431,0,0,23
5227,5044,18,0,183
2316,1681,14,0,57
998,1133,0,8,57
8476,10347,0,61,263
159,351,0,0,103
673,704,0,0,23
834,662,62,42,85
2782,2288,29,0,86
419,1419,0,0,108
3024,4565,49,62,205
3109,2160,28,0,73
7810,8164,9,26,333
1124,1176,0,11,18
3476,4991,39,91,181
5899,3798,925,403,161
4042,5861,0,0,203
1678,2553,0,0,48
1928,1533,508,47,30
2115,1663,127,33,62
595,1792,0,22,40
2269,3535,9,69,150
4805,2967,611,121,139
187,19,0,0,27
245,149,0,0,10
3787,3778,20,30,225
3828,2453,25,21,44
4067,5518,281,362,249
7838,8785,194,104,273
5109,3390,685,138,233
1512,1940,0,0,112
442,67,0,0,19
2139,1225,28,0,126
3315,1418,8,0,56
364,450,0,0,61
3085,2901,243,119,81
718,824,0,0,53
3346,5704,0,22,121
3109,3451,0,0,82
224,418,0,0,4
2723,3284,0,0,227
2909,1607,0,0,168
0,58,0,0,31
1118,2289,19,59,150
0,0,0,0,3
977,395,0,0,85
2540,3415,25,22,93
1568,2886,0,41,162
2046,4950,0,11,278
157,225,0,0,27
344,1671,0,8,69
1294,2268,101,20,91
3387,4163,241,358,201
3382,5012,910,305,173
695,1495,0,0,71
3588,2529,50,9,93
118,227,0,0,25
3723,2268,131,35,132
995,1492,274,338,71
94,255,0,0,38
0,0,0,0,3
3892,3275,16,0,223
2775,4238,8,0,58
3728,2272,477,96,53
252,416,0,0,46
1341,2016,0,10,57
1999,2452,11,20,31
1728,3169,8,0,213
3261,2329,384,164,50
2553,1842,47,15,80
3634,4958,36,46,191
1991,3297,47,82,171
1722,1673,442,47,30
375,265,0,0,14
4232,3036,14,0,255
1375,586,0,0,41
0,0,0,0,3
556,1772,0,0,74
5251,3949,0,0,141
2235,1439,13,0,62
2808,4156,274,362,51
345,868,0,0,87
1064,1594,0,0,151
1920,1893,12,37,73
482,520,0,0,30
1450,235,0,0,14
1641,2734,0,9,143
906,1622,12,19,60
724,798,0,0,28
5797,10252,8,59,268
1945,1179,0,0,110
327,511,0,0,37
1381,1596,0,0,55
1026,2212,114,283,161
2325,2687,448,545,151
3215,1378,31,27,106
557,72,0,0,11
2058,1686,0,0,86
2669,4920,0,0,112
1588,2824,326,434,85
640,202,0,0,22
557,72,0,0,7
381,865,0,0,80
9269,8478,517,401,232
1231,2780,0,37,54
6592,12237,187,255,296
2552,2254,457,47,126
1827,1990,160,119,92
